1 -9.35778030976 1.85301178960478 9.251
2 -8.22236354862 1.36540730708336 5.259
3 -7.12287634785 1.08962937269386 3.776
4 -6.10747119929 0.889844302653898 3.058
5 -5.19517983614 0.729049386543366 2.739
6 -4.39461633828 0.592637521705432 2.735
7 -3.71237596655 0.473839136319007 3.077
8 -3.16541081544 0.369696247414571 3.757
9 -2.76961209656 0.284265400652185 4.384
10 -2.49692201998 0.215041145531674 4.525
11 -2.30948508843 0.163911221766853 4.331
12 -2.17894911699 0.123849449571412 4.076
13 -2.09135548187 0.092126300596197 3.883
14 -2.03324124051 0.0679790820848222 3.783
15 -1.99870128427 0.0428630907496944 3.769
16 -1.97413927343 0.0337403748706998 3.81560822511
17 -1.94907588429 0.0274048021843236 3.88531123357
18 -1.95419826934 None 3.94216909308
19 -1.93740009078 None 3.96909968698
20 -1.92390524485 None 3.96709388012
21 -1.90926714055 None 3.94802018398
